0.12036133	0.0043526292	0	0
0.22045898	0.00071294501	0.046006389	26.458532
0.32055664	0.0030164449	0.081256263	23.64587
0.4206543	0.0048600161	0.072240144	21.546011
0.52075195	0.0069748657	0.1469945	51.465862
0.62084961	0.0059944899	0.17103773	61.30751
0.72094727	0.0051294435	0.16117941	65.556541
0.82104492	0.005016942	0.26451567	99.715683
0.92114258	0.0083691003	0.34342954	125.11421
1.0212402	0.0093707107	0.38710093	125.08141
1.1213379	0.0090823621	0.34408203	118.83903
1.2214355	0.011823322	0.41351634	139.24837
1.3215332	0.012017885	0.49998409	178.47339
1.4216309	0.014053551	0.58917254	194.18959
1.5217285	0.015783438	0.53625834	180.25227
1.6218262	0.011070776	0.61840332	209.79527
1.7219238	0.015759993	0.64051259	227.79637
1.8220215	0.016425746	0.59230191	226.45462
1.9221191	0.015407886	0.69823033	256.78094
2.0222168	0.018121645	0.72403878	249.73688
2.1223145	0.015929053	0.73197079	264.56958
2.2224121	0.0187693	0.86508977	296.26761
2.3225098	0.018535659	0.89208663	319.43576
2.4226074	0.016848139	0.88742095	309.96133
2.5227051	0.022073125	0.93188292	330.40591
2.6228027	0.019431349	0.97417933	345.40018
2.7229004	0.023248939	0.98815352	347.7179
2.822998	0.023352802	1.0130569	353.77338
2.9230957	0.021996411	1.1224118	382.16745
3.0231934	0.022335559	1.1204784	380.80276
3.123291	0.027374825	1.1324317	397.75684
3.2233887	0.025701961	1.2458208	426.16724
3.3234863	0.026330691	1.1365143	394.28314
3.423584	0.026568858	1.3117589	444.69156
3.5236816	0.027870283	1.2375536	423.41946
3.6237793	0.028053535	1.3426358	475.59027
3.723877	0.029463194	1.4041921	484.57516
3.8239746	0.02881081	1.3228153	459.09506
3.9240723	0.029820649	1.4419851	487.97382
4.0241699	0.032242153	1.4539835	485.93454
4.1242676	0.033316158	1.5217922	535.03027
4.2243652	0.032720745	1.5524493	517.45251
4.3244629	0.03601696	1.6135219	573.24945
4.4245605	0.033344746	1.6393783	556.8703
4.5246582	0.03510749	1.6962411	576.64648
4.6247559	0.036107659	1.6977086	588.30493
4.7248535	0.039509848	1.721254	593.23236
4.8249512	0.038305447	1.7096369	586.15002
4.9250488	0.03820508	1.7884332	613.11017
5.0251465	0.039293278	1.8223087	627.43988
5.1252441	0.041817203	1.7362912	597.64056
5.2253418	0.040266711	1.8752778	627.44598
5.3254395	0.041127801	1.9653436	666.12823
5.4255371	0.042288188	2.039674	699.1806
5.5256348	0.044443555	2.0630715	698.48016
5.6257324	0.043600772	2.0239568	702.46442
5.7258301	0.041709021	2.0574481	706.60284
5.8259277	0.045952551	2.1808136	749.53931
5.9260254	0.043977506	2.2316644	758.29626
6.026123	0.046118114	2.2759702	784.44769
6.1262207	0.04733213	2.344656	800.82404
6.2263184	0.05035856	2.3277497	792.46368
6.326416	0.046772145	2.4321356	821.28162
6.4265137	0.049283527	2.3918974	813.70416
6.5266113	0.049909789	2.3640206	803.78009
6.626709	0.051314309	2.4156177	814.91498
6.7268066	0.052060273	2.4977024	850.38763
6.8269043	0.053362366	2.5144656	845.25732
6.927002	0.052205063	2.4906223	833.74927
7.0270996	0.053827386	2.5484805	873.59485
7.1271973	0.056064196	2.6459715	903.16321
7.2272949	0.056099366	2.6880195	915.39429
7.3273926	0.053481653	2.7021871	924.91187
7.4274902	0.057041746	2.7513258	935.30164
7.5275879	0.056857876	2.8489861	972.81641
7.6276855	0.058090609	2.7982357	955.13977
7.7277832	0.057681121	2.8825881	987.80994
7.8278809	0.060577564	2.9120519	988.42706
7.9279785	0.061562672	2.9791152	1016.571
8.0280762	0.063154146	2.9810584	1004.6017
8.1281738	0.063696697	3.0518043	1034.1841
8.2282715	0.063313946	3.0707567	1049.0406
